,ID,name,deadline,data_size_GB,type,get_paid_per_hour
35638,T35638,Rafael,2022-02-16 04:07:22,76,computation,6
35639,T35639,Dexter,2022-10-02 10:14:50,54,clustering,5
35640,T35640,Stella,2022-12-01 00:22:19,2,NLP,5
35641,T35641,Darcy,2022-03-25 14:41:24,99,recognition,5
35642,T35642,Nicholas,2022-04-24 00:51:01,66,CNN,10
35643,T35643,Kelsey,2022-09-28 16:57:41,13,CNN,8
35644,T35644,James,2022-04-19 21:56:55,96,clustering,10
35645,T35645,Natalie,2022-12-01 15:18:45,77,recognition,7
35646,T35646,Madaline,2022-02-16 22:34:43,72,computation,8
35647,T35647,John,2022-06-29 17:26:24,7,computation,9
35648,T35648,Adele,2022-03-22 23:09:12,4,CNN,7
35649,T35649,Alexander,2022-04-10 06:20:27,36,classfication,8
35650,T35650,Abigail,2022-08-16 04:24:52,63,computation,5
35651,T35651,Blake,2022-07-14 04:44:17,87,decision_tree,9
35652,T35652,Nicole,2022-11-15 04:21:37,87,clustering,10
35653,T35653,John,2022-11-08 18:27:00,51,CNN,8
35654,T35654,Julian,2022-03-21 03:54:20,41,computation,6
35655,T35655,Kelsey,2022-09-03 05:22:33,92,computation,8
35656,T35656,Elise,2022-01-24 05:11:03,10,NLP,7
35657,T35657,Henry,2022-12-09 06:25:16,62,recognition,10
35658,T35658,Marcus,2022-05-23 10:25:44,7,CNN,6
35659,T35659,Alina,2022-05-27 01:21:11,64,regression,10
35660,T35660,Arthur,2022-03-20 21:18:34,99,SVM,9
35661,T35661,Dainton,2022-11-30 02:30:06,79,recognition,8
35662,T35662,Madaline,2022-06-27 13:45:58,88,computation,6
35663,T35663,Alina,2022-05-30 05:27:06,2,computation,10
35664,T35664,Oliver,2022-05-22 04:39:14,59,regression,6
35665,T35665,Tess,2022-05-01 21:04:30,67,decision_tree,10
35666,T35666,Lydia,2022-12-17 18:04:28,8,classfication,9
35667,T35667,Ashton,2022-08-03 07:32:04,18,CNN,7
35668,T35668,Albert,2022-10-08 10:02:25,57,classfication,8
35669,T35669,Lucas,2022-01-18 07:28:18,8,decision_tree,7
35670,T35670,Caroline,2022-02-06 04:26:10,75,recognition,8
35671,T35671,Samantha,2022-03-09 12:40:38,52,clustering,7
35672,T35672,Emma,2022-01-25 06:15:59,41,clustering,9
35673,T35673,Tyler,2022-05-25 08:56:41,89,recognition,6
35674,T35674,Alfred,2022-06-10 06:30:06,97,CNN,9
35675,T35675,Stuart,2022-12-17 12:30:49,61,NLP,7
35676,T35676,Byron,2022-03-14 07:55:06,51,CNN,7
35677,T35677,Walter,2022-06-10 23:50:16,81,NLP,7
35678,T35678,Sarah,2022-01-27 01:41:19,64,decision_tree,6
35679,T35679,Ryan,2022-11-30 04:04:53,73,regression,10
35680,T35680,Sophia,2022-09-07 17:49:04,3,recognition,8
35681,T35681,Alissa,2022-03-24 23:46:05,99,clustering,9
35682,T35682,Darcy,2022-12-18 22:06:26,79,clustering,5
35683,T35683,Edgar,2022-04-17 04:38:03,10,computation,7
35684,T35684,Marcus,2022-11-23 03:34:35,42,computation,10
35685,T35685,Carlos,2022-06-07 16:40:09,71,NLP,6
35686,T35686,Adele,2022-03-28 18:37:28,40,classfication,9
35687,T35687,Hailey,2022-10-02 21:54:33,29,computation,7
35688,T35688,Paul,2022-05-21 21:06:36,25,clustering,10
35689,T35689,Honey,2022-04-21 23:50:16,98,SVM,6
35690,T35690,Edward,2022-07-24 07:44:11,87,reinforcement_learning,8
35691,T35691,Richard,2022-03-22 23:00:17,64,regression,9
35692,T35692,Alexander,2022-05-24 20:51:49,19,CNN,10
35693,T35693,Eleanor,2022-03-21 21:50:14,88,recognition,6
35694,T35694,Lucia,2022-08-09 16:17:44,16,NLP,7
35695,T35695,Kelvin,2022-09-05 08:14:14,93,CNN,8
35696,T35696,Florrie,2022-08-28 13:35:11,87,decision_tree,6
35697,T35697,Arianna,2022-02-09 07:46:40,36,CNN,6
35698,T35698,Melanie,2022-02-11 09:40:57,44,clustering,10
35699,T35699,Emily,2022-04-08 06:03:51,10,recognition,10
35700,T35700,Nicole,2022-02-10 13:14:18,8,clustering,9
35701,T35701,Kellan,2022-07-04 18:11:57,43,reinforcement_learning,5
35702,T35702,Lucia,2022-06-01 23:43:35,24,NLP,10
35703,T35703,Sam,2022-09-27 22:38:28,37,CNN,8
35704,T35704,Jasmine,2022-10-07 10:05:18,94,clustering,10
35705,T35705,Ashton,2022-09-08 11:13:31,54,classfication,7
35706,T35706,Arthur,2022-05-18 21:16:37,79,computation,6
35707,T35707,Charlie,2022-06-26 04:33:06,83,clustering,7
35708,T35708,Marcus,2022-01-12 18:07:13,10,computation,5
35709,T35709,David,2022-02-16 18:25:05,40,classfication,6
35710,T35710,Lydia,2022-10-26 20:47:27,37,computation,10
35711,T35711,Abraham,2022-01-07 06:58:57,97,decision_tree,8
35712,T35712,Garry,2022-02-18 08:11:05,95,SVM,7
35713,T35713,Maya,2022-08-11 12:29:23,63,computation,7
35714,T35714,Stuart,2022-08-04 00:28:42,20,regression,10
35715,T35715,Lucy,2022-08-07 00:36:37,51,recognition,5
35716,T35716,Alford,2022-01-17 17:21:38,67,computation,8
35717,T35717,Eric,2022-03-22 00:45:17,90,CNN,6
35718,T35718,Kelvin,2022-10-25 13:39:34,25,computation,8
35719,T35719,Valeria,2022-04-10 22:34:52,79,computation,9
35720,T35720,Kevin,2022-08-22 22:32:45,47,SVM,6
35721,T35721,Elise,2022-08-09 06:27:52,30,SVM,10
35722,T35722,Sienna,2022-03-21 08:00:09,48,regression,9
35723,T35723,Tyler,2022-06-27 18:07:40,29,CNN,6
35724,T35724,Daisy,2022-12-19 23:04:11,30,reinforcement_learning,10
35725,T35725,Melanie,2022-09-30 09:40:00,15,reinforcement_learning,9
35726,T35726,Abraham,2022-04-23 09:46:28,19,computation,9
35727,T35727,Aiden,2022-08-21 20:08:42,2,computation,9
35728,T35728,Alexander,2022-09-07 14:20:49,73,computation,5
35729,T35729,Chloe,2022-08-15 12:36:54,65,CNN,8
35730,T35730,Fenton,2022-06-09 13:19:10,53,classfication,7
35731,T35731,Agata,2022-04-02 01:48:49,54,classfication,7
35732,T35732,Walter,2022-08-18 19:47:59,99,reinforcement_learning,6
35733,T35733,Violet,2022-04-26 20:28:20,23,regression,6
35734,T35734,Thomas,2022-03-25 19:34:06,37,CNN,7
35735,T35735,Eric,2022-01-04 05:07:59,7,NLP,5
35736,T35736,Rafael,2022-06-21 10:22:23,50,reinforcement_learning,6
35737,T35737,Elian,2022-05-02 23:34:17,58,reinforcement_learning,10
35738,T35738,Oliver,2022-05-13 04:56:39,17,recognition,9
35739,T35739,Julia,2022-11-17 02:17:29,28,regression,6
35740,T35740,Julian,2022-10-23 17:46:37,25,classfication,6
35741,T35741,Carl,2022-08-28 07:28:16,22,SVM,5
35742,T35742,John,2022-11-15 19:56:35,24,decision_tree,7
35743,T35743,Penelope,2022-12-27 19:29:57,3,classfication,8
35744,T35744,Nicholas,2022-07-12 17:11:41,80,NLP,8
35745,T35745,Sydney,2022-03-16 17:03:13,71,clustering,10
35746,T35746,Rafael,2022-09-11 16:16:43,36,reinforcement_learning,9
35747,T35747,Hailey,2022-11-10 07:21:39,55,NLP,5
35748,T35748,Lucia,2022-09-16 01:43:24,22,decision_tree,10
35749,T35749,Kellan,2022-10-07 02:14:42,29,SVM,8
35750,T35750,Vivian,2022-11-25 10:33:03,30,recognition,5
35751,T35751,Edwin,2022-02-14 07:09:58,24,reinforcement_learning,9
35752,T35752,Caroline,2022-08-26 22:46:10,39,classfication,7
35753,T35753,Darcy,2022-12-10 01:17:07,79,decision_tree,8
35754,T35754,Evelyn,2022-12-28 05:22:33,13,reinforcement_learning,5
35755,T35755,Camila,2022-02-26 06:48:19,96,regression,8
35756,T35756,Tyler,2022-09-03 22:43:39,17,CNN,8
35757,T35757,Stuart,2022-05-29 00:28:09,26,reinforcement_learning,9
35758,T35758,Daisy,2022-09-20 11:47:01,79,regression,9
35759,T35759,Arthur,2022-01-26 07:30:21,76,classfication,9
35760,T35760,Sam,2022-12-06 04:46:42,63,CNN,5
35761,T35761,Robert,2022-07-18 14:27:21,27,recognition,5
35762,T35762,Violet,2022-03-09 17:33:29,7,recognition,10
35763,T35763,Stella,2022-07-05 20:40:18,98,classfication,9
35764,T35764,Sabrina,2022-01-08 10:57:34,1,CNN,9
35765,T35765,Rafael,2022-04-14 05:31:33,54,regression,6
35766,T35766,Blake,2022-10-30 18:17:14,30,SVM,5
35767,T35767,Alina,2022-05-27 09:43:36,60,clustering,5
35768,T35768,Lydia,2022-08-17 20:23:10,80,reinforcement_learning,6
35769,T35769,Violet,2022-07-16 15:53:23,32,decision_tree,8
35770,T35770,Sabrina,2022-01-15 05:12:08,26,regression,8
35771,T35771,Elian,2022-05-26 22:16:54,57,computation,6
35772,T35772,Jacob,2022-05-26 17:50:06,18,regression,10
35773,T35773,James,2022-02-07 21:55:50,5,CNN,8
35774,T35774,Emma,2022-10-01 16:24:50,19,reinforcement_learning,6
35775,T35775,Julia,2022-09-05 09:21:14,63,classfication,9
35776,T35776,Daryl,2022-01-11 15:11:56,51,NLP,7
35777,T35777,Sienna,2022-12-17 15:32:20,74,computation,8
35778,T35778,Jared,2022-10-08 20:37:26,46,classfication,5
35779,T35779,Lucas,2022-05-23 02:39:12,77,classfication,9
35780,T35780,Patrick,2022-11-11 08:35:35,87,NLP,5
35781,T35781,Lucy,2022-04-22 08:51:27,53,computation,7
35782,T35782,Walter,2022-06-30 23:17:19,21,classfication,10
35783,T35783,Kellan,2022-05-01 05:35:56,14,regression,5
35784,T35784,Michelle,2022-12-03 02:19:04,31,NLP,5
35785,T35785,Maddie,2022-09-29 07:58:06,70,computation,9
35786,T35786,Alissa,2022-05-01 19:19:50,24,NLP,5
35787,T35787,Lucia,2022-10-26 22:11:32,15,clustering,10
35788,T35788,Arthur,2022-06-21 23:24:06,89,computation,6
35789,T35789,Carl,2022-11-21 05:36:50,26,regression,6
35790,T35790,Kellan,2022-05-21 16:30:59,94,decision_tree,6
35791,T35791,Ashton,2022-10-18 11:56:54,73,decision_tree,8
35792,T35792,David,2022-10-20 15:58:25,51,decision_tree,6
35793,T35793,Walter,2022-03-23 19:39:06,76,CNN,8
35794,T35794,Isabella,2022-10-11 09:07:57,6,computation,6
35795,T35795,Hailey,2022-01-03 14:57:34,35,clustering,10
35796,T35796,Aida,2022-05-02 07:52:50,84,SVM,10
35797,T35797,James,2022-04-03 05:05:50,73,clustering,10
35798,T35798,Patrick,2022-11-21 06:29:06,52,classfication,8
35799,T35799,Arthur,2022-10-01 02:43:58,13,CNN,10
35800,T35800,Walter,2022-03-24 18:07:25,90,NLP,9
35801,T35801,Lucas,2022-02-04 05:47:29,27,decision_tree,10
35802,T35802,Briony,2022-03-18 17:59:33,40,CNN,6
35803,T35803,Emma,2022-11-08 22:45:30,3,CNN,10
35804,T35804,Hailey,2022-12-11 03:20:07,13,clustering,7
35805,T35805,Edward,2022-01-17 19:14:33,52,computation,10
35806,T35806,Richard,2022-10-22 13:33:52,36,NLP,10
35807,T35807,Jared,2022-12-28 08:27:49,24,recognition,5
35808,T35808,Oliver,2022-04-17 20:40:29,80,recognition,9
35809,T35809,Lydia,2022-12-18 23:25:03,97,CNN,7
35810,T35810,Julia,2022-07-02 03:26:32,74,reinforcement_learning,9
35811,T35811,Caroline,2022-12-24 22:40:39,89,computation,8
35812,T35812,Evelyn,2022-02-13 22:17:13,42,reinforcement_learning,6
35813,T35813,Oliver,2022-04-07 23:57:37,93,computation,9
35814,T35814,Kellan,2022-06-15 03:33:45,79,SVM,7
35815,T35815,Alberta,2022-04-29 11:15:37,44,SVM,6
35816,T35816,Alissa,2022-01-22 19:29:51,75,NLP,10
35817,T35817,Evelyn,2022-05-22 03:19:54,92,clustering,6
35818,T35818,Carl,2022-02-20 03:19:26,96,SVM,8
35819,T35819,Blake,2022-07-18 13:07:52,62,CNN,7
35820,T35820,Arianna,2022-10-31 15:04:54,98,NLP,9
35821,T35821,Audrey,2022-01-04 04:21:56,35,computation,8
35822,T35822,Sarah,2022-11-27 11:15:33,31,CNN,10
35823,T35823,Daryl,2022-06-27 10:52:10,70,reinforcement_learning,9
35824,T35824,Isabella,2022-07-30 07:52:35,65,classfication,8
35825,T35825,Alissa,2022-06-22 18:38:26,55,reinforcement_learning,8
35826,T35826,Rosie,2022-10-18 22:30:40,55,computation,8
35827,T35827,Arthur,2022-04-08 20:18:45,63,clustering,7
35828,T35828,Alissa,2022-02-10 00:27:35,13,NLP,7
35829,T35829,Florrie,2022-05-06 06:19:39,65,recognition,5
35830,T35830,Leonardo,2022-12-14 02:52:57,75,NLP,5
35831,T35831,Alissa,2022-10-01 09:32:26,3,classfication,10
35832,T35832,Maddie,2022-02-27 03:28:24,58,classfication,9
35833,T35833,Derek,2022-07-22 15:31:46,29,reinforcement_learning,8
35834,T35834,Agata,2022-07-30 09:39:45,18,computation,7
35835,T35835,Kelvin,2022-10-05 18:39:53,50,computation,7
35836,T35836,Alexander,2022-03-10 12:24:42,84,decision_tree,7
35837,T35837,Carl,2022-10-04 07:28:18,49,recognition,10
35838,T35838,Arthur,2022-11-29 12:55:39,84,classfication,5
35839,T35839,Kelsey,2022-02-05 18:47:43,62,recognition,9
35840,T35840,Rubie,2022-12-02 20:34:49,13,SVM,7
35841,T35841,Daisy,2022-07-05 04:00:04,70,regression,6
35842,T35842,Nicole,2022-03-03 19:13:03,77,classfication,5
35843,T35843,Byron,2022-12-21 18:24:53,79,recognition,7
35844,T35844,Mary,2022-12-15 14:07:05,18,reinforcement_learning,9
35845,T35845,Audrey,2022-05-18 18:54:35,75,decision_tree,10
35846,T35846,Arthur,2022-01-02 23:05:42,72,computation,7
35847,T35847,Agata,2022-10-20 22:49:33,95,CNN,5
35848,T35848,Arthur,2022-10-19 21:18:04,10,SVM,8
35849,T35849,Fenton,2022-05-09 06:57:10,33,classfication,6
35850,T35850,Aston,2022-05-05 15:33:40,38,clustering,9
35851,T35851,Aida,2022-06-29 02:37:35,25,recognition,5
35852,T35852,Alexander,2022-03-20 15:25:18,82,decision_tree,6
35853,T35853,Lydia,2022-07-30 16:25:46,70,CNN,7
35854,T35854,Daryl,2022-10-18 18:41:06,50,decision_tree,7
35855,T35855,Aiden,2022-02-19 15:28:42,10,regression,7
35856,T35856,Stella,2022-06-21 06:25:06,43,CNN,5
35857,T35857,Luke,2022-10-22 03:03:23,68,decision_tree,5
35858,T35858,Oliver,2022-01-19 22:00:53,36,decision_tree,8
35859,T35859,Caroline,2022-06-23 07:46:39,32,reinforcement_learning,9
35860,T35860,John,2022-11-07 13:28:33,6,classfication,10
35861,T35861,Sienna,2022-01-31 17:17:44,47,reinforcement_learning,10
35862,T35862,Sam,2022-06-04 17:07:49,62,classfication,6
35863,T35863,Natalie,2022-03-06 09:42:15,61,regression,7
35864,T35864,Edwin,2022-03-27 11:57:58,12,reinforcement_learning,5
35865,T35865,Hailey,2022-10-05 09:57:14,64,recognition,9
35866,T35866,Stuart,2022-04-02 02:52:38,4,regression,9
35867,T35867,Rafael,2022-11-20 03:24:45,4,clustering,7
35868,T35868,Jordan,2022-12-27 13:48:08,25,SVM,8
35869,T35869,Tyler,2022-01-11 00:21:12,1,reinforcement_learning,8
35870,T35870,Valeria,2022-06-15 11:01:47,89,SVM,7
35871,T35871,Melanie,2022-11-19 16:41:10,40,regression,9
35872,T35872,Sarah,2022-08-13 00:28:56,52,classfication,8
35873,T35873,Adele,2022-09-12 08:36:37,85,CNN,7
35874,T35874,David,2022-01-27 00:12:31,12,computation,9
35875,T35875,Lucia,2022-12-13 12:40:53,58,NLP,6
35876,T35876,Michelle,2022-01-11 19:04:32,17,regression,7
35877,T35877,Violet,2022-03-15 02:59:30,30,reinforcement_learning,7
35878,T35878,Daryl,2022-04-19 00:59:03,14,CNN,10
35879,T35879,Emma,2022-04-09 21:07:27,20,recognition,7
35880,T35880,Sabrina,2022-12-25 21:13:43,7,decision_tree,5
35881,T35881,Nicole,2022-08-11 00:49:17,62,CNN,9
35882,T35882,Madaline,2022-06-11 07:55:44,68,regression,9
35883,T35883,Dainton,2022-12-06 18:17:34,5,decision_tree,9
35884,T35884,Edwin,2022-05-14 03:48:59,8,reinforcement_learning,9
35885,T35885,Aida,2022-12-07 21:04:46,36,computation,6
35886,T35886,Tess,2022-05-01 12:10:49,20,decision_tree,8
35887,T35887,Kelvin,2022-03-23 13:50:12,56,computation,5
35888,T35888,Jared,2022-06-22 08:09:53,33,computation,8
35889,T35889,Edgar,2022-10-15 21:24:32,44,decision_tree,9
35890,T35890,Julian,2022-04-27 06:04:17,94,decision_tree,9
35891,T35891,Eddy,2022-07-11 13:25:36,75,computation,5
35892,T35892,Jenna,2022-10-21 04:58:10,65,decision_tree,5
35893,T35893,Samantha,2022-03-11 11:21:59,40,CNN,10
35894,T35894,Dexter,2022-10-11 08:14:43,18,regression,9
35895,T35895,Carlos,2022-09-17 13:54:59,26,classfication,8
35896,T35896,Alina,2022-12-12 09:18:42,7,clustering,7
35897,T35897,Eleanor,2022-08-06 17:17:52,62,clustering,8
35898,T35898,Sabrina,2022-02-13 02:34:41,16,NLP,8
35899,T35899,Julia,2022-12-09 07:12:37,40,regression,9
35900,T35900,Maddie,2022-05-23 12:17:35,25,clustering,7
35901,T35901,Edwin,2022-03-02 21:18:53,28,computation,8
35902,T35902,Alberta,2022-10-13 19:59:24,24,CNN,6
35903,T35903,Honey,2022-12-04 18:21:12,92,clustering,8
35904,T35904,Edwin,2022-09-20 20:37:19,80,computation,8
35905,T35905,Julia,2022-12-17 01:50:14,39,recognition,10
35906,T35906,Sophia,2022-07-04 23:23:48,48,classfication,10
35907,T35907,Richard,2022-07-24 13:54:15,9,classfication,5
35908,T35908,Deanna,2022-11-28 05:22:51,18,recognition,5
35909,T35909,Alexander,2022-06-19 22:58:09,43,recognition,5
35910,T35910,Caroline,2022-03-04 13:15:46,58,SVM,10
35911,T35911,Sam,2022-08-07 19:35:44,53,classfication,8
35912,T35912,Alford,2022-03-05 13:07:31,74,NLP,9
35913,T35913,Samantha,2022-08-15 08:34:35,17,reinforcement_learning,5
35914,T35914,Walter,2022-02-05 21:27:37,14,regression,5
35915,T35915,Sabrina,2022-09-26 06:20:46,29,recognition,8
35916,T35916,Adele,2022-12-04 11:15:00,90,CNN,6
35917,T35917,Harold,2022-10-18 12:13:21,58,clustering,7
35918,T35918,Lydia,2022-08-04 17:43:42,47,reinforcement_learning,5
35919,T35919,Audrey,2022-04-09 21:26:19,59,computation,5
35920,T35920,Vivian,2022-03-14 04:12:12,33,CNN,10
35921,T35921,Arianna,2022-02-11 13:51:22,6,reinforcement_learning,10
35922,T35922,Kellan,2022-12-21 05:43:02,11,NLP,6
35923,T35923,Derek,2022-10-02 02:40:21,52,regression,7
35924,T35924,Dexter,2022-07-12 21:18:24,54,classfication,9
35925,T35925,Michael,2022-10-14 18:24:41,81,computation,10
35926,T35926,Rosie,2022-03-11 20:41:07,51,NLP,7
35927,T35927,Stuart,2022-08-03 04:37:22,24,reinforcement_learning,7
35928,T35928,Alissa,2022-09-25 05:32:05,97,NLP,6
35929,T35929,Daryl,2022-12-03 19:44:09,22,CNN,10
35930,T35930,Adele,2022-02-10 04:37:14,58,computation,10
35931,T35931,Penelope,2022-01-01 17:40:18,22,regression,5
35932,T35932,Eleanor,2022-09-09 07:56:02,18,CNN,5
35933,T35933,Isabella,2022-12-22 10:17:38,76,NLP,8
35934,T35934,Carlos,2022-08-07 10:25:38,85,NLP,10
35935,T35935,Kellan,2022-04-13 14:32:40,99,reinforcement_learning,10
35936,T35936,Violet,2022-02-16 23:34:51,87,reinforcement_learning,5
35937,T35937,Kellan,2022-10-26 13:30:18,93,decision_tree,6
35938,T35938,Arianna,2022-03-18 10:00:18,69,reinforcement_learning,6
35939,T35939,Violet,2022-05-14 13:43:25,80,regression,6
35940,T35940,Isabella,2022-01-27 07:29:43,27,computation,7
35941,T35941,Rosie,2022-02-01 17:01:22,95,reinforcement_learning,6
35942,T35942,Rosie,2022-12-29 15:57:13,35,classfication,10
35943,T35943,Lucas,2022-09-23 19:31:18,58,CNN,10
35944,T35944,Eddy,2022-07-17 12:20:53,14,NLP,9
35945,T35945,Nicole,2022-03-02 07:42:31,45,regression,7
35946,T35946,Sophia,2022-08-31 19:16:48,74,decision_tree,5
35947,T35947,Julia,2022-09-08 18:08:53,100,regression,9
35948,T35948,Michael,2022-07-31 15:49:28,6,classfication,7
35949,T35949,Sabrina,2022-11-21 14:14:23,38,SVM,7
35950,T35950,Rafael,2022-12-03 14:46:44,27,reinforcement_learning,7
35951,T35951,Wilson,2022-07-23 13:58:02,46,regression,7
35952,T35952,Julia,2022-05-24 19:07:47,52,regression,7
35953,T35953,Edgar,2022-05-02 04:46:37,9,CNN,8
35954,T35954,Sophia,2022-03-22 00:26:13,100,SVM,5
35955,T35955,Kellan,2022-09-03 19:59:06,40,regression,6
35956,T35956,Emily,2022-06-13 23:00:42,4,reinforcement_learning,5
35957,T35957,Julia,2022-02-19 23:23:30,34,SVM,8
35958,T35958,Michael,2022-11-20 13:26:04,14,recognition,10
35959,T35959,Tyler,2022-08-01 05:19:48,66,regression,10
35960,T35960,Rafael,2022-01-17 23:27:00,80,regression,7
35961,T35961,Jenna,2022-05-19 19:50:45,71,decision_tree,9
35962,T35962,Mary,2022-04-25 00:20:53,95,clustering,6
35963,T35963,Lydia,2022-05-14 17:54:59,40,decision_tree,9
35964,T35964,Alfred,2022-04-23 22:55:36,64,reinforcement_learning,9
35965,T35965,Alexia,2022-07-27 17:26:06,75,reinforcement_learning,7
35966,T35966,Maddie,2022-04-29 14:56:38,13,clustering,8
35967,T35967,Michelle,2022-10-28 12:42:59,86,NLP,9
35968,T35968,Ashton,2022-03-09 07:25:17,70,computation,5
35969,T35969,Mary,2022-05-01 21:15:44,34,computation,6
35970,T35970,Rosie,2022-03-21 17:15:13,12,classfication,8
35971,T35971,Wilson,2022-03-19 00:26:05,86,computation,6
35972,T35972,Rosie,2022-03-27 11:32:14,38,SVM,9
35973,T35973,Alberta,2022-01-18 13:52:30,22,computation,10
35974,T35974,Walter,2022-02-05 14:12:25,59,computation,6
35975,T35975,Alissa,2022-07-12 20:12:06,25,classfication,8
35976,T35976,Julian,2022-04-07 11:08:57,66,clustering,8
35977,T35977,Jacob,2022-10-14 18:32:46,31,NLP,10
35978,T35978,Kellan,2022-05-19 05:08:48,52,decision_tree,7
35979,T35979,Albert,2022-10-31 03:03:16,13,computation,10
35980,T35980,Jordan,2022-03-22 11:12:19,73,NLP,8
35981,T35981,Paul,2022-03-23 11:55:37,11,classfication,8
35982,T35982,Sienna,2022-02-20 05:15:15,15,recognition,9
35983,T35983,Sophia,2022-06-11 06:48:47,38,CNN,5
35984,T35984,Briony,2022-12-10 04:23:53,85,recognition,9
35985,T35985,Sofia,2022-11-18 03:41:59,90,decision_tree,5
35986,T35986,Jenna,2022-09-30 03:39:47,24,CNN,9
35987,T35987,Ryan,2022-07-18 00:06:00,26,NLP,9
35988,T35988,Michelle,2022-03-06 19:58:14,37,regression,9
35989,T35989,Adele,2022-01-13 19:47:19,37,NLP,5
35990,T35990,Briony,2022-05-30 09:28:58,97,regression,10
35991,T35991,Audrey,2022-01-30 22:56:05,35,CNN,6
35992,T35992,Eddy,2022-06-19 16:39:59,77,regression,5
35993,T35993,Sarah,2022-12-20 15:57:32,62,recognition,8
35994,T35994,Kelsey,2022-02-05 04:35:40,67,computation,5
35995,T35995,Jacob,2022-05-11 04:57:03,89,NLP,7
35996,T35996,Wilson,2022-05-25 17:50:17,33,reinforcement_learning,10
35997,T35997,Rosie,2022-06-28 04:01:19,45,reinforcement_learning,9
35998,T35998,Sienna,2022-10-12 03:50:18,51,computation,10
35999,T35999,Hailey,2022-06-29 21:57:32,32,classfication,9
36000,T36000,Edwin,2022-06-03 20:13:51,22,classfication,8
36001,T36001,Lucas,2022-12-18 23:47:37,1,reinforcement_learning,9
36002,T36002,Tess,2022-09-21 11:53:08,12,classfication,10
36003,T36003,Carlos,2022-07-14 19:21:59,61,clustering,9
36004,T36004,Valeria,2022-05-31 00:20:59,69,CNN,10
36005,T36005,Audrey,2022-07-14 18:48:20,73,decision_tree,10
36006,T36006,Edwin,2022-09-23 15:47:27,68,clustering,9
36007,T36007,Walter,2022-08-18 13:31:13,78,reinforcement_learning,7
36008,T36008,Rubie,2022-08-17 22:06:34,45,regression,7
36009,T36009,Lucas,2022-10-30 04:03:31,7,CNN,7
36010,T36010,Lucas,2022-06-29 19:49:15,70,classfication,7
36011,T36011,Edwin,2022-01-22 04:05:14,63,computation,8
36012,T36012,Henry,2022-06-03 04:30:27,81,classfication,10
36013,T36013,Emma,2022-03-08 21:56:54,37,reinforcement_learning,5
36014,T36014,Lenny,2022-02-02 10:55:10,49,recognition,5
36015,T36015,Elian,2022-06-13 19:48:58,28,clustering,9
36016,T36016,Emily,2022-01-06 01:45:46,81,regression,6
36017,T36017,Maddie,2022-09-01 05:59:06,76,recognition,8
36018,T36018,Jordan,2022-12-22 08:25:16,8,classfication,6
36019,T36019,Sophia,2022-04-12 07:55:15,48,CNN,10
36020,T36020,Adele,2022-04-19 10:08:36,7,NLP,7
36021,T36021,James,2022-09-11 15:49:59,65,classfication,10
36022,T36022,Violet,2022-10-07 06:37:59,80,CNN,9
36023,T36023,Connie,2022-03-11 12:42:15,96,clustering,9
36024,T36024,Sarah,2022-07-14 07:19:09,95,CNN,10
36025,T36025,Samantha,2022-05-20 11:40:11,60,computation,8
36026,T36026,Jacob,2022-11-09 18:00:08,1,NLP,7
36027,T36027,Rosie,2022-09-23 19:42:10,91,decision_tree,5
36028,T36028,Sam,2022-05-20 14:09:36,12,recognition,6
36029,T36029,Robert,2022-05-23 06:20:09,22,recognition,9
36030,T36030,Daisy,2022-05-17 05:10:22,24,computation,7
36031,T36031,Edwin,2022-10-27 03:34:32,65,NLP,6
36032,T36032,Sophia,2022-01-05 19:56:40,67,decision_tree,8
36033,T36033,Alexander,2022-10-18 10:49:45,21,NLP,6
36034,T36034,Jacob,2022-10-11 08:07:43,3,computation,6
36035,T36035,Daryl,2022-12-04 20:11:45,26,recognition,7
36036,T36036,Ryan,2022-03-11 00:15:57,64,reinforcement_learning,10
36037,T36037,Alen,2022-08-31 10:24:07,11,decision_tree,9
36038,T36038,Julian,2022-10-20 20:40:06,84,regression,10
36039,T36039,Arthur,2022-08-28 03:54:10,17,regression,9
36040,T36040,Aiden,2022-09-11 08:47:54,58,classfication,9
36041,T36041,Rosie,2022-07-28 21:48:49,40,recognition,6
36042,T36042,Alexander,2022-07-12 11:32:50,21,reinforcement_learning,6
36043,T36043,Briony,2022-12-09 08:25:38,72,computation,8
36044,T36044,Isabella,2022-05-07 11:38:50,55,classfication,8
36045,T36045,Caroline,2022-08-18 15:25:22,80,computation,8
36046,T36046,Walter,2022-07-03 01:55:15,54,reinforcement_learning,5
36047,T36047,Kelvin,2022-03-21 03:28:15,2,computation,6
36048,T36048,David,2022-01-23 16:16:27,2,computation,10
36049,T36049,Maddie,2022-08-17 18:10:46,76,SVM,7
36050,T36050,Deanna,2022-01-13 13:45:41,85,classfication,8
36051,T36051,Paul,2022-09-28 09:05:18,28,reinforcement_learning,7
36052,T36052,Amelia,2022-05-01 04:45:35,11,NLP,8
36053,T36053,Briony,2022-04-09 03:20:13,99,NLP,9
36054,T36054,Lucy,2022-02-12 12:05:59,100,regression,6
36055,T36055,Abraham,2022-08-14 19:28:01,79,clustering,10
36056,T36056,Maya,2022-08-05 04:12:02,26,reinforcement_learning,6
36057,T36057,Sienna,2022-09-14 20:03:16,30,SVM,6
36058,T36058,Ryan,2022-05-31 01:46:09,36,NLP,5
